"Country_Region" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.01.05" "X2021.01.06" "X2021.01.07" "X2021.01.08" "X2021.01.09" "X2021.01.10" "X2021.01.11" "X2021.01.12" "X2021.01.13" "X2021.01.14" "X2021.01.15" "X2021.01.16" "X2021.01.17" "X2021.01.18" "X2021.01.19" "X2021.01.20" "X2021.01.21" "X2021.01.22" "X2021.01.23" "X2021.01.24" "X2021.01.25" "X2021.01.26" "X2021.01.27" "X2021.01.28" "X2021.01.29" "X2021.01.30" "X2021.01.31" "X2021.02.01" "X2021.02.02" "X2021.02.03" "X2021.02.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.02.09" "X2021.02.10" "X2021.02.11" "X2021.02.12" "X2021.02.13" "X2021.02.14" "X2021.02.15" "X2021.02.16" "X2021.02.17" "X2021.02.18" "X2021.02.19" "X2021.02.20" "X2021.02.21" "X2021.02.22" "X2021.02.23" "X2021.02.24" "X2021.02.25" "X2021.02.26" "X2021.02.27" "X2021.02.28" "X2021.03.01" "X2021.03.02" "X2021.03.03" "X2021.03.04" "X2021.03.05" "X2021.03.06" "X2021.03.07" "X2021.03.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.03.14" "X2021.03.15" "X2021.03.16" "X2021.03.17" "X2021.03.18" "X2021.03.19" "X2021.03.20" "X2021.03.21" "X2021.03.22" "X2021.03.23" "X2021.03.24" "X2021.03.25" "X2021.03.26" "X2021.03.27" "X2021.03.28" "X2021.03.29" "X2021.03.30" "X2021.03.31" "X2021.04.01" "X2021.04.02" "X2021.04.03" "X2021.04.04" "X2021.04.05" "X2021.04.06" "X2021.04.07" "X2021.04.08" "X2021.04.09" "X2021.04.10" "X2021.04.11" "X2021.04.12" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.04.18" "X2021.04.19" "X2021.04.20" "X2021.04.21" "X2021.04.22" "X2021.04.23" "X2021.04.24" "X2021.04.25" "X2021.04.26" "X2021.04.27" "X2021.04.28" "X2021.04.29" "X2021.04.30" "X2021.05.01" "X2021.05.02" "X2021.05.03" "X2021.05.04" "X2021.05.05" "X2021.05.06" "X2021.05.07" "X2021.05.08" "X2021.05.09" "X2021.05.10" "X2021.05.11" "X2021.05.12" "X2021.05.13" "X2021.05.14" "X2021.05.15" "X2021.05.16" "X2021.05.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.05.23" "X2021.05.24" "X2021.05.25" "X2021.05.26" "X2021.05.27" "X2021.05.28" "X2021.05.29" "X2021.05.30" "X2021.05.31" "X2021.06.01" "X2021.06.02" "X2021.06.03" "X2021.06.04" "X2021.06.05" "X2021.06.06" "X2021.06.07" "X2021.06.08" "X2021.06.09" "X2021.06.10" "X2021.06.11" "X2021.06.12" "X2021.06.13" "X2021.06.14" "X2021.06.15" "X2021.06.16" "X2021.06.17" "X2021.06.18" "X2021.06.19" "X2021.06.20" "X2021.06.21" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.06.27" "X2021.06.28" "X2021.06.29" "X2021.06.30" "X2021.07.01" "X2021.07.02" "X2021.07.03" "X2021.07.04" "X2021.07.05" "X2021.07.06" "X2021.07.07" "X2021.07.08" "X2021.07.09" "X2021.07.10" "X2021.07.11" "X2021.07.12" "X2021.07.13" "X2021.07.14" "X2021.07.15" "X2021.07.16" "X2021.07.17" "X2021.07.18" "X2021.07.19" "X2021.07.20" "X2021.07.21" "X2021.07.22" "X2021.07.23" "X2021.07.24" "X2021.07.25" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.07.31" "X2021.08.01" "X2021.08.02" "X2021.08.03" "X2021.08.04" "X2021.08.05" "X2021.08.06" "X2021.08.07" "X2021.08.08" "X2021.08.09" "X2021.08.10" "X2021.08.11" "X2021.08.12" "X2021.08.13" "X2021.08.14" "X2021.08.15" "X2021.08.16" "X2021.08.17" "X2021.08.18" "X2021.08.19" "X2021.08.20" "X2021.08.21" "X2021.08.22" "X2021.08.23" "X2021.08.24" "X2021.08.25" "X2021.08.26" "X2021.08.27" "X2021.08.28" "X2021.08.29" "X2021.08.30" "X2021.08.31" "X2021.09.01" "X2021.09.02" "X2021.09.03" "X2021.09.04" "X2021.09.05" "X2021.09.06" "X2021.09.07" "X2021.09.08" "X2021.09.09" "X2021.09.10" "X2021.09.11" "X2021.09.12" "X2021.09.13" "X2021.09.14" "X2021.09.15" "X2021.09.16" "X2021.09.17" "X2021.09.18" "X2021.09.19" "X2021.09.20" "X2021.09.21" "X2021.09.22" "X2021.09.23" "X2021.09.24" "X2021.09.25" "X2021.09.26" "X2021.09.27" "X2021.09.28" "X2021.09.29" "X2021.09.30" "X2021.10.01" "X2021.10.02" "X2021.10.03" "X2021.10.04" "X2021.10.05" "X2021.10.06" "X2021.10.07" "X2021.10.08" "X2021.10.09" "X2021.10.10" "X2021.10.11" "X2021.10.12" "X2021.10.13" "X2021.10.14" "X2021.10.15" "X2021.10.16" "X2021.10.17" "X2021.10.18" "X2021.10.19" "X2021.10.20" "X2021.10.21" "X2021.10.22" "X2021.10.23" "X2021.10.24" "X2021.10.25" "X2021.10.26" "X2021.10.27" "X2021.10.28" "X2021.10.29" "X2021.10.30" "X2021.10.31" "X2021.11.01" "X2021.11.02" "X2021.11.03" "X2021.11.04" "X2021.11.05" "X2021.11.06" "X2021.11.07" "X2021.11.08" "X2021.11.09" "X2021.11.10" "X2021.11.11" "X2021.11.12" "X2021.11.13" "X2021.11.14" "X2021.11.15" "X2021.11.16" "X2021.11.17" "X2021.11.18" "X2021.11.19" "X2021.11.20" "X2021.11.21"
"118" "Moldova" 440 876 1055 1491 2103 3053 3476 3851 4275 4573 4844 5320 6128 6869 7445 7822 8036 8294 8688 9300 9970 10484 11119 11384 11608 12154 12808 13491 14042 14695 14986 15268 15907 16824 17806 18582 19425 19751 20040 20845 21735 22728 24008 24987 25368 25731 26696 27997 29337 30365 31427 31934 32589 33722 35332 37068 38520 40038 40635 41629 43029 44579 46379 48167 49787 50434 50784 51657 53410 55306 57091 58892 59645 60506 62194 64110 65907 67750 69385 70216 71276 72897 75170 77302 79168 80842 81703 82635 83552 85423 86938 88318 89576 90269 90972 91745 92900 94328 95238 96068 96399 97002 97546 98547 99359 100048 100676 101079 101420 101873 102573 103191 103700 104080 104321 104567 104896 105320 105690 106019 106342 106517 106560 106686 107002 107335 107595 107786 107931 107980 108131 108355 108568 108749 108918 109027 109136 109257 109395 109561 109681 109783 109858 109923 109996 110090 110167 110242 110287 110327 110368 110423 110467 110536 110584 110614 110635 110683 110723 110783 110843 110897 110940 110979 111012 111060 111119 111176 111236 111285 111322 111369 111414 111506 111569 111657 111709 111741 111796 111851 111916 111998 112052 112113 112152 112217 112287 112369 112454 112525 112601 112649 112711 112770 112860 112948 113024 113085 113128 113189 113278 113419 113547 113666 113763 113806 113895 114034 114200 114384 114538 114660 114731 114849 115010 115206 115365 115606 115737 115812 115989 116182 116438 116706 116989 117129 117226 117426 117771 118256 118682 119089 119465 119614 119928 120440 120999 121496 121773 121966 122170 122386 122708 123287 124074 124784 125168 125401 125867 126717 127507 128238 129100 129781 129994 130740 131883 133036 134325 135357 136398 136882 137832 139132 140503 141718 142912 143559 144207 145225 146434 148021 149574 150863 151854 152414 153492 155025 156613 158390 159860 161159 161829 162364 163906 165958 167624 169031 170596 171711 173081 174796 176864 178651 180708 182276 183182 184476 185981 187807 189469 191042 192297 192950 194296 195370 196857 198443 199745 200699 201146 202287 203770 204750 205879 207122 207852 208004 208960 209937 210828 211630 212393 213013 213384
"119" "Monaco" 10 26 32 42 72 103 143 166 178 182 195 217 253 270 294 319 330 337 365 387 412 436 470 482 493 524 538 555 555 600 614 624 668 697 721 750 772 780 790 820 842 860 877 880 885 899 912 941 960 969 987 995 1010 1029 1041 1057 1067 1078 1081 1090 1090 1106 1122 1134 1144 1148 1153 1173 1187 1200 1222 1231 1232 1245 1260 1266 1274 1289 1298 1298 1307 1324 1335 1352 1373 1379 1384 1390 1407 1413 1430 1445 1451 1454 1459 1470 1478 1489 1494 1499 1500 1502 1503 1509 1512 1516 1520 1524 1529 1538 1547 1548 1551 1554 1557 1564 1567 1572 1577 1579 1582 1582 1590 1593 1596 1600 1602 1604 1604 1606 1611 1612 1615 1615 1618 1618 1619 1620 1622 1624 1625 1626 1626 1626 1627 1628 1628 1628 1628 1629 1629 1631 1633 1633 1633 1633 1633 1633 1636 1639 1641 1645 1649 1650 1651 1657 1664 1670 1672 1673 1673 1674 1679 1682 1687 1695 1695 1696 1700 1701 1702 1705 1711 1712 1712 1714 1720 1724 1728 1736 1747 1747 1749 1765 1773 1780 1787 1805 1807 1818 1842 1853 1869 1882 1904 1910 1921 1939 1958 1978 1998 2014 2016 2022 2051 2065 2086 2098 2098 2099 2117 2146 2160 2165 2180 2183 2184 2199 2205 2224 2230 2246 2254 2258 2266 2281 2288 2295 2303 2308 2308 2313 2326 2336 2345 2349 2357 2359 2365 2378 2385 2390 2398 2400 2401 2406 2409 2410 2413 2415 2415 2415 2415 2422 2424 2425 2427 2428 2428 2428 2437 2438 2439 2439 2439 2439 2442 2449 2452 2452 2456 2458 2460 2461 2462 2462 2479 2482 2483 2483 2488 2503 2507 2512 2513 2514 2514 2519 2524 2524 2532 2539 2539 2539 2539 2539 2549 2549 2559 2561 2561 2564 2576 2576 2592 2598 2603 2603 2611 2623 2641 2661 2675 2677 2679
"120" "Mongolia" 22 43 66 88 88 88 175 188 209 222 236 249 259 271 292 297 306 316 348 364 372 391 407 423 436 447 472 490 522 559 594 612 639 670 708 769 803 853 900 954 987 1027 1073 1131 1163 1196 1224 1273 1331 1366 1418 1473 1503 1535 1581 1611 1646 1687 1732 1780 1812 1856 1933 1941 2008 2116 2152 2261 2261 2444 2613 2741 2863 2990 3120 3278 3438 3586 3586 3966 4172 4390 4675 5112 5473 5473 6369 6850 7227 7621 7621 8378 8378 9600 10431 10431 11006 12274 12963 12963 13794 15383 16603 17345 17345 18452 20775 21664 22975 24144 24144 25472 27999 29263 30119 30119 31217 32388 34759 36065 36065 38161 39176 40304 40304 41981 42796 43600 44239 44716 45228 45813 46328 46881 47422 47955 48304 48879 49398 50027 50711 51250 51880 52514 53194 53847 54632 55401 55401 56292 57219 59152 59152 61365 62758 62758 65223 66490 66490 67802 69262 70884 72676 74864 77127 81908 84550 87296 89931 89931 92331 96830 96830 101409 103680 106042 108474 110285 110285 112012 114258 119119 119119 124040 125591 125591 129232 129232 133050 133050 136568 136568 139310 140469 141908 143272 144567 146033 147204 147204 148513 151319 151319 152562 154004 156754 156754 159124 160355 160355 161649 162935 162935 166009 166009 167453 169877 169877 170849 173383 173383 174340 175773 177216 178669 180071 181371 182432 183730 185317 187192 189033 190684 194030 195626 195626 198059 200526 202815 205237 209860 212600 212600 216326 220131 227465 227465 234859 234859 238822 242499 246179 248188 251428 256550 256550 259489 265460 265460 268256 273926 276777 276777 279320 286097 286097 288709 293555 293555 297699 300214 302864 302864 305383 309655 311156 311156 313381 318027 318222 320437 322102 325518 325518 329649 331569 331569 335288 335288 338316 339619 341772 343516 343516 346968 346968 348289 350615 352284 353909 355545 356988 358176 359097 360118 361552 361552 362831 364013 365742 366192 366192 367133 368083 369104 370967 370967 372124 372124 373750 374527 375122 375658 376167 376454
"121" "Montenegro" 342 609 948 1383 1807 2450 2913 3349 3752 4184 4572 5091 5593 6069 6483 6889 7246 7556 7981 8332 8751 9235 9682 10069 10450 11015 11578 12041 12580 12955 13412 13725 14229 14871 15386 15921 16492 16980 17410 17987 18610 19194 19757 20229 20674 21047 21523 21927 22411 22865 23346 23748 24148 24722 25365 25936 26542 27085 27587 28036 28621 29246 29813 30387 30990 31527 31944 32556 33210 33782 34363 34918 35446 35916 36453 37006 37527 38035 38535 38965 39391 39869 40303 40744 41116 41485 41836 42171 42585 42971 43326 43659 43975 44272 44493 44783 45062 45319 45556 45788 46022 46172 46396 46612 46795 46958 47130 47304 47448 47647 47801 47940 48101 48252 48413 48532 48683 48833 49010 49142 49270 49372 49471 49566 49683 49795 49895 49990 50056 50118 50202 50299 50372 50456 50531 50605 50651 50724 50784 50851 50906 50956 51001 51044 51111 51178 51230 51271 51319 51358 51376 51405 51436 51470 51511 51544 51565 51587 51601 51620 51643 51667 51681 51709 51717 51741 51754 51773 51789 51808 51828 51845 51857 51870 51884 51898 51921 51943 51957 51983 52005 52025 52045 52069 52080 52091 52115 52145 52167 52183 52212 52231 52241 52272 52296 52320 52343 52375 52415 52443 52508 52555 52618 52682 52814 52883 52960 53105 53249 53395 53538 53680 53845 53937 54156 54413 54632 54911 55196 55475 55685 56017 56366 56755 57109 57503 57949 58246 58794 59329 59861 60495 61093 61715 62130 62791 63489 64253 64924 65561 66117 66540 67138 67709 68286 68833 69385 69857 70219 70822 71355 71902 72476 73104 73661 74117 74882 75508 76238 76881 77481 78012 78437 79079 79647 80130 80549 81038 81401 81743 82253 82773 83252 83699 84113 84449 84758 85168 85520 85964 86355 86763 87051 87286 87734 88075 88434 88799 89154 89522 89800 90360 90819 91241 91716 92242 92675 93045 93587 94061 94560 95075 95538 96067 96445 97067 97689 98416 99154 99780 100332 100750 101482 102066 102546 103025 103483 103840 104164 104684 105087 105496 105881 106217 106511
"122" "Morocco" 1777 2948 3953 4609 6246 7888 9485 11028 12444 13339 13795 14596 15862 17141 18432 19672 20478 20951 22197 23349 24513 25651 26576 27096 27433 28300 29190 29946 30797 31498 31964 32245 33080 33854 34474 35186 35773 36162 36396 36932 37496 37967 38463 38942 39281 39402 39878 40386 40863 41311 41755 41962 42070 42516 42935 43321 43801 44217 44461 44573 44966 45560 45954 46374 46781 47030 47132 47640 48093 48557 48988 49439 49744 49903 50429 50895 51382 51826 52270 52516 52641 53210 53649 54160 54674 55165 55466 55563 56228 56904 57483 58064 58639 59004 59136 59832 60495 61130 61755 62495 62909 63084 63768 64471 65067 65654 66254 66618 66756 67476 68145 68745 69337 69844 70170 70272 70779 71272 71693 72056 72369 72663 72719 73092 73463 73823 74121 74435 74671 74729 74971 75239 75477 75512 75624 75751 75830 76227 76565 76898 77256 77619 77830 77920 78230 78615 78929 79265 79675 79915 80023 80417 80835 81230 81576 82002 82233 82337 82810 83196 83572 83972 84427 84697 84806 85282 85782 86250 86731 87170 87458 87544 87981 88503 88987 89538 90031 90483 90702 91392 92168 92957 93801 94752 95357 95604 96781 98060 99396 100646 102212 103269 103926 105823 108080 110651 113442 116295 118439 119592 123223 127163 128565 130475 135969 140079 142284 149255 158683 167678 176806 184335 190524 194730 203490 214093 226132 237490 248099 257089 262132 271910 281063 291891 302643 312883 320263 324160 333201 342904 352366 360582 367095 371756 374752 381936 389944 397301 404164 410339 414180 416856 421755 427775 433158 437539 441849 444892 446815 450339 454269 457720 460388 463501 465454 466371 469156 471798 474230 476642 478933 480488 481181 483029 484731 486314 487934 489378 490112 490506 491698 492780 493878 494814 495635 496139 496367 497043 497770 498438 499093 499608 499994 500163 500729 501310 501816 502253 502670 502939 503087 503586 503774 504029 504459 504883 505084 505185 505610 506008 506311 506527 506767 506952 507090 507350 507573 507764 507946 508114 508203 508258 508417 508568 508709 508832 508964 509033 509078 509198 509346 509440 509512 509637 509730
"123" "Mozambique" 152 326 667 821 900 1025 1319 1840 2719 3297 3692 4354 5084 5627 6362 7220 7909 8804 9628 10754 11583 12206 12986 13776 14139 15413 16284 17191 18466 19063 20012 20818 21618 22791 23846 24542 25470 25958 26270 27143 28094 29148 29946 30493 31623 32049 33158 33987 34885 35562 36326 37001 37518 37953 38278 38955 39576 40130 40708 40965 41272 41753 42528 42887 43489 43878 44061 44240 44532 45003 45362 45654 45874 45874 46287 46555 46810 47157 47422 47570 47664 47854 48007 48120 48237 48369 48555 48555 48650 48937 49087 49281 49363 49477 49585 49650 49789 49824 49864 49936 50116 50150 50229 50285 50360 50425 50492 50561 50586 50667 50795 50881 50955 51001 51023 51073 51120 51162 51222 51275 51323 51342 51358 51389 51410 51466 51496 51524 51570 51641 51625 51645 51673 51719 51768 51800 51821 51843 51867 51885 51909 51926 51948 51964 51994 52009 52031 52055 52082 52138 52153 52208 52281 52323 52377 52440 52472 52503 52523 52597 52637 52713 52819 52896 52926 53009 53122 53287 53481 53725 53865 53935 54133 54569 55010 55544 56062 56496 56780 57186 57762 58563 59432 60571 61509 62246 63704 64474 66280 67607 69293 70226 71913 73244 74787 76091 77485 79510 80770 82143 83367 85071 87224 88667 90118 91646 93081 94784 97244 99018 101308 103386 104899 106320 107749 108783 110394 111884 113157 113810 114535 115701 116886 117924 118771 119702 120107 120396 121429 122123 122741 123371 123881 124142 124485 125013 125390 125826 126557 127082 127221 127411 127674 128112 128424 128789 129143 129281 129412 129802 129910 130085 130259 130446 130565 130617 130838 131029 131162 131264 131339 131376 131425 131559 131638 131728 131797 131852 131888 131898 131930 132020 132081 132117 132148 132162 132165 132184 132232 132257 132293 132321 132343 132349 132376 132404 132419 132438 132455 132460 132470 132494 132515 132532 132553 132578 132583 132584 132601 132611 132618 132628 132628 132650 132660 132674 132683 132697 132710 132725 132726 132729 132740 132748 132768 132772 132780 132785 132790 132815 132824 132830 132835 132846 132846
"124" "Namibia" 604 713 1175 1445 1946 2378 2741 3314 3782 4318 4661 4930 5242 5629 5948 6257 6422 6812 7054 7312 7574 7907 8272 8484 8709 9016 9324 9518 9755 9891 10003 10227 10329 10431 10578 10674 10903 11032 11129 11260 11301 11412 11613 11856 12011 12284 12425 12499 12739 13052 13354 13542 13801 13955 14035 14265 14483 14701 14904 15092 15241 15356 15525 15735 15936 16089 16246 16396 16510 16690 16869 17084 17259 17483 17525 17605 17743 18024 18262 18536 18712 18830 18923 19069 19238 19558 19691 19982 20110 20198 20433 20640 20742 20849 20945 21067 21098 21113 21252 21382 21586 21846 22008 22110 22244 22389 22574 22714 22832 22934 23013 23231 23442 23730 23835 24000 24070 24236 24236 24410 24713 24713 24713 24713 25382 25519 25611 25952 26129 26268 26360 26574 26792 26792 27008 27277 27449 27695 27886 27886 28492 28771 29005 29266 29491 29662 29962 30327 30718 31200 31608 31871 32323 33040 33636 34116 34766 35151 35873 36388 37433 38865 40264 41148 41874 43080 45155 46171 47820 47820 49223 51825 51825 53392 54782 57329 59757 60764 62708 62708 65976 67267 68928 70106 71762 73146 74581 75867 77060 78432 80158 81654 82938 84114 84844 85415 86424 87476 88219 88883 89497 89964 90459 91068 91852 92662 93023 93352 93629 93955 94488 94981 95344 95501 95856 96043 96280 96554 96873 97102 97262 97566 97662 97876 98156 98286 98528 98604 98758 98944 99141 99301 99542 99640 99920 100091 100142 100334 100462 100677 100775 100959 101105 101195 101265 101372 101553 101669 101718 101831 101956 102025 102084 102262 102349 102400 102489 102489 102596 102687 102767 102870 102959 103059 103094 103130 103130 103286 103320 103432 103552 103552 103648 103739 103815 103863 103921 103982 104015 104048 104106 104129 104165 104188 104226 104246 104246 104298 104298 104387 104412 104436 104454 104473 104503 104860 104883 104908 104918 104927 104939 104945 104965 104986 104997 105015 105022 105026 105044 105058 105068 105073 105082 105086 105086 105097 105100 105100 105119 105126 105128 105133 105135 105135 105150
"125" "Nepal" 426 845 1266 1669 2191 2600 3012 3566 3928 4187 4675 5105 5550 5953 6223 6463 6729 7051 7399 7717 8053 8355 8587 8857 9196 9499 9782 9995 10152 10261 10366 10525 10696 10838 11009 11114 11213 11332 11462 11622 11756 11837 11964 12021 12125 12247 12352 12477 12573 12670 12758 12838 12963 13073 13167 13279 13391 13472 13550 13623 13701 13788 13895 14015 14062 14128 14217 14276 14380 14477 14525 14585 14638 14717 14831 14925 15032 15157 15236 15313 15463 15651 15796 15916 16072 16157 16246 16387 16554 16716 16868 17047 17175 17351 17617 17877 18175 18507 18795 19132 19435 19931 20391 20971 21461 22297 23065 24080 25307 26974 29194 31559 34008 36494 39526 42968 47332 52106 56937 62594 68300 75437 82825 90412 99017 107987 117010 125297 134074 143201 152518 161756 170598 179065 187111 194427 203625 211761 219825 228052 236459 245050 252648 259868 268255 274932 281663 288518 292829 296531 300709 305994 310518 316343 320967 324507 327531 330901 334771 338220 341094 343803 346185 347879 349928 351609 353623 355391 357354 359042 360463 362047 365750 367261 368838 370559 371733 373086 374595 376323 378212 380069 381460 382987 384029 385774 387492 389569 390787 392266 393619 394856 396546 398185 400195 401977 403983 405293 406516 408158 410360 412278 414133 416115 418424 419963 422354 425080 427714 430049 432516 434796 436777 439056 441504 444479 447486 449916 452147 454284 456893 460087 462703 465176 467939 469886 471679 474245 476701 479314 481635 483714 485138 486840 488388 490408 492270 494322 495899 497415 498629 500531 502054 503702 505321 506678 507702 508678 510166 511589 512936 513994 514955 515732 516570 517719 518899 520231 521396 522482 523317 523973 524948 525984 527235 528176 529279 530069 530799 531774 532678 533570 534468 535366 536025 536599 537411 538173 539022 539689 540404 541040 541605 542268 542959 543285 543683 543923 544059 544444 544967 545924 546459 546929 547503 547941 548463 549136 549705 550287 550814 551304 551601 551977 552418 552840 553235 553522 553696 553824 553965 554336 554779 555166 555467 555822 556082 556373 556740 557079 557442 557714 557985 558194 558426
"126" "Netherlands" 8234 16867 24320 30934 37440 44678 54423 62681 70061 76716 82184 87161 93358 99924 106006 111330 116973 121765 126121 131724 137566 143365 148831 153771 157812 161774 166590 171320 175738 179968 183693 186918 190542 194628 198886 203254 207375 211338 213584 215397 218641 223072 227459 231688 235159 237999 240738 244162 248734 253521 258140 262841 267043 270890 275304 280348 285517 290493 295182 298965 302982 308022 312184 316917 322312 326876 330720 335099 340454 345875 351998 358541 364593 370119 375185 381325 387663 395240 403065 410228 416565 422364 430282 438300 446340 455500 463198 470137 476203 484424 492745 500392 508531 515639 521178 526930 533360 541652 549634 557642 566069 572800 579579 585161 594051 603092 611489 620058 627219 634099 642689 652371 661655 669762 677823 684055 689424 698094 706783 714591 720371 725882 735112 742866 750167 756970 764479 771918 778486 784360 789898 796277 802317 807852 812320 816769 819615 824974 829558 834228 838399 841578 845013 847708 850205 852982 856326 860199 863585 866312 868362 870711 873227 875992 878396 880543 882099 883484 884920 886652 888227 889617 890831 891878 892742 893792 894836 895923 896824 897523 898229 898799 899499 900157 900879 901529 902092 902591 903163 903718 904365 905194 906142 907273 908488 910015 912228 915880 921324 928284 938583 947911 956362 964227 974700 985776 997144 1008307 1018534 1027459 1034271 1041270 1047610 1054135 1059525 1064173 1068111 1072211 1075816 1080359 1083899 1086961 1089347 1091506 1093879 1096867 1100343 1103628 1106227 1108674 1110790 1113186 1115628 1118436 1121398 1123979 1126377 1128695 1131232 1134163 1136969 1139447 1141933 1144495 1146981 1149663 1152659 1155451 1158360 1160948 1163331 1165602 1168058 1171039 1173946 1176595 1179411 1181794 1184009 1186592 1189514 1191994 1194771 1197100 1197150 1201035 1203189 1205626 1207843 1210079 1212161 1213901 1215310 1217104 1219093 1221027 1222800 1224486 1226137 1227598 1229417 1231248 1233047 1234858 1236597 1238249 1239926 1241868 1243844 1246670 1249509 1252066 1254360 1257129 1260101 1263873 1267567 1271307 1275062 1278762 1282140 1286088 1290721 1295951 1301854 1307554 1313865 1319174 1324985 1332289 1340001 1347428 1355412 1363608 1371328 1379084 1388216 1398471 1409434 1421425 1432801 1444633 1455926 1468649 1485003 1501244 1515141 1527193 1546420 1566630 1587433 1611074 1632157 1654017 1674702
"127" "New Zealand" 0 19 19 24 24 26 26 26 57 60 60 66 66 84 84 94 100 100 105 105 114 114 121 126 128 133 137 143 141 142 142 145 146 151 153 153 158 158 160 162 162 164 166 168 174 175 178 182 186 188 188 195 201 203 206 209 210 214 216 220 222 227 227 236 237 243 247 248 254 255 260 261 268 270 272 272 282 282 291 300 300 308 314 317 319 320 331 333 335 339 339 339 339 345 362 369 393 399 409 412 421 425 427 429 429 429 433 434 435 437 438 438 438 439 439 447 447 451 451 451 456 460 461 467 471 472 472 480 482 482 481 482 483 483 484 489 491 496 497 500 501 507 507 508 508 509 509 509 511 512 512 518 520 521 521 521 521 531 535 536 541 541 547 548 548 550 552 553 553 557 559 559 562 562 564 568 568 577 580 581 581 581 581 590 597 597 602 603 604 604 606 607 625 629 633 642 642 653 656 661 667 674 694 694 701 702 702 703 706 709 709 712 716 716 718 719 719 719 725 729 741 743 752 753 753 758 765 765 775 775 807 831 855 893 935 998 1066 1136 1219 1303 1358 1358 1408 1484 1568 1587 1607 1631 1652 1668 1686 1705 1729 1752 1788 1805 1820 1838 1853 1877 1899 1921 1934 1958 1974 1983 2001 2022 2033 2043 2087 2112 2130 2158 2191 2221 2247 2289 2319 2366 2402 2463 2498 2543 2598 2670 2736 2778 2830 2894 2992 3052 3154 3288 3393 3477 3588 3661 3738 3834 3963 4124 4267 4433 4562 4671 4811 4977 5181 5295 5487 5614 5761 5946 6145 6321 6531 6705 6927 7124 7291 7491 7662 7811 8015
"128" "Nicaragua" 0 0 0 0 51 51 51 51 51 51 51 106 106 106 106 106 106 106 158 158 158 158 158 158 158 207 207 207 207 207 207 207 253 253 253 253 253 253 253 301 301 301 301 301 301 301 352 352 352 352 352 352 352 399 399 399 399 399 399 399 443 443 443 443 443 443 443 491 491 491 491 491 491 491 536 536 536 536 536 536 536 583 583 583 583 583 583 583 631 631 631 631 631 631 631 681 681 681 681 681 681 681 732 732 732 732 732 732 732 789 789 789 789 789 789 789 852 852 852 852 852 852 852 943 943 943 943 943 943 943 1040 1040 1040 1040 1040 1040 1040 1147 1147 1147 1147 1147 1147 1147 1278 1278 1278 1278 1278 1278 1278 1435 1435 1435 1435 1435 1435 1435 1616 1616 1616 1616 1616 1616 1616 1650 1650 1650 1650 1650 1650 1650 1874 1874 1874 1874 1874 1874 1874 2132 2132 2132 2132 2132 2132 2132 2415 2415 2415 2415 2415 2415 2415 2721 2721 2721 2721 2721 2721 2721 3062 3062 3062 3062 3062 3062 3062 3424 3424 3424 3424 3424 3424 3424 3807 3807 3807 3807 3807 3807 3807 4205 4205 4205 4205 4205 4205 4205 4205 4205 4626 4626 4626 4626 4626 5121 5121 5121 5121 5121 5121 5121 5689 5689 5689 5689 5689 5689 5689 6304 6304 6304 6304 6304 6304 6304 6979 6979 6979 6979 6979 6979 6979 7684 7684 7684 7684 7684 7684 7684 8402 8402 8402 8402 8402 8402 8402 9088 9088 9088 9088 9088 9088 9088 9691 9691 9691 9691 9691 9691 9691 10195 10195 10195 10195 10195 10195 10195 10376 10376 10376 10376 10376 10376 10376 10653 10653 10653 10653 10653 10653 10653 10653 10831 10831 10831 10831 10831 10831 10977 10977 10977 10977 10977 10977
